Title,genres,rating,topcast,details
Busby Berkeley: Going Through the Roof (1998) ,Documentary Biography Music ,8.7,"David Thompson, Busby Berkeley, Larry Robinson"," Country: USA , Japan , UK , Netherlands , Canada  Language: English  Release Date: 26 January 1998 (USA)             Also Known As: Busby Berkeley - O horeftaras                 Production Co:  Alternate Current, British Broadcasting Corporation (BBC), Canadian Broadcasting Corporation (CBC)                    Color: Color "
Die amerikanische Reise des A. v. Humboldt (1999) ,Documentary Biography ,not rated,"Stephan Köster, Uwe Kersken, Stephan Köster"," Country: Germany  Language: German  Release Date: 30 May 1999 (Germany)             Also Known As: Flussauf ins Unbekannte - Die amerikanische Reise des Alexander von Humboldt                 Production Co:  ARTE, Gruppe 5 Filmproduktion, Westdeutscher Rundfunk (WDR)                    Runtime: 52 min  Color: Color "
"Hans Hartung, la fureur de peindre (2019) ",Documentary Biography ,not rated,"Romain Goupil, Romain Goupil, Thomas Schlesser", Country: France  Language: French  Release Date: 10 November 2019 (France)             Also Known As: Hans Hartung: Malen so schnell wie der Blitz                 Production Co:  Les Poissons Volants                    Runtime: 53 min  Color: Color  Aspect Ratio: 16 : 9     
Ruth Ellis: A Life for a Life (1999) ,Documentary Biography Crime ,not rated,"Kirsty Wark, Fiona Ormiston, John Light"," Country: UK  Language: English  Release Date: 28 November 1999 (UK)                      Runtime: 60 min  Sound Mix: Stereo  Color:  Black and White , Color "
С закрытыми окнами (2019) ,Documentary Biography ,6.6,"Roman Super, Ivan Proskuryakov, Roman Super"," Official Sites: Amurskie volny [Russia]    Country: Russia  Language: Russian  Release Date: 7 November 2019 (Russia)             Also Known As: С закрытыми окнами                 Budget:RUR4,000,000             (estimated)  Production Co:  Amurskie Volny                    Runtime: 114 min  Sound Mix: Dolby Digital (Dolby 5.1)     Color: Color (Full HD)     Aspect Ratio: 16:9 HD     "
Signature Series: Pete Sampras (2008) ,Documentary Biography Sport ,7.1,"Craig E. Shapiro, Craig E. Shapiro, Andre Agassi", Country: USA  Language: English  Release Date: 8 July 2008 (USA)             Production Co:  Magic Garden Productions                    Runtime: 65 min  Color: Color  Aspect Ratio: 1.33 : 1     
America's Five Star Heroes: Gods of War (1998) ,Documentary Biography History ,8.0,"Don Horan, Norman Stahl, Henry H. Arnold"," Country: USA  Language: English  Production Co:  Lou Reda Productions                    Color:  Black and White , Color "
Little Richard: Portrait of a Legend (1977) ,Documentary Biography Music ,not rated,-," Country: USA  Language: English           Color:  Black and White , Color "
Behind the Mask of Zorro (2005) ,Documentary Biography ,6.3,"Barbara Martinez Jitner, Barbara Martinez Jitner, Isabel Allende"," Country: USA  Language: English  Release Date: 3 November 2005 (USA)             Filming Locations: Columbia State Historic Park, 11255 Jackson Street, Columbia, California, USA  Budget:$550,000             (estimated)  Production Co:  El Norte Productions                    Color: Color "
Greta Garbo: The Temptress and the Clown (1986) ,Documentary Biography ,7.7,"Dan Säll, Åke Whilney, Bibi Andersson"," Country: Sweden , USA  Language: English  Release Date: 1986 (Sweden)             Also Known As: Greta Garbo                 Production Co:  Sveriges Television (SVT), Malmö, MGM/UA Television                    Runtime: 120 min  Sound Mix: Mono  Color:  Black and White , Color  Aspect Ratio: 1.33 : 1     "
Шенкман. Последний полет (2018) ,Documentary Biography History ,4.9,"Alexander Martirosov, Alexander Martirosov, Alexander Martirosov"," Country: Russia  Language: English , Russian  Release Date: November 2018 (Russia)             Also Known As: Шенкман. Последний полет                 Filming Locations: USA           Production Co:  Telekon TV Company                    Runtime: 57 min  Color: Color  Aspect Ratio: 16:9 HD     "
Daws Butler: Voice Magician (1987) ,Documentary Biography ,8.3,"Arnold Kunert, Arnold Kunert, Joseph Barbera", Country: USA  Language: English  Release Date: 23 December 1987 (USA)             Production Co:  Sabado Video Productions Ltd.                    Runtime: 57 min  Color: Color 
Elvis Costello (2013) ,Documentary Biography ,6.6,"Mark Kidel, Mark Kidel, Elvis Costello"," Country: UK , France  Language: English  Release Date: 21 September 2013 (France)             Also Known As: Costello, der andere Elvis                 Production Co:  Calliope Media Productions, Les Films d'Ici                    Runtime: 52 min  Color: Color "
Antonia Bird: From EastEnders to Hollywood (2016) ,Documentary Biography ,7.3,"Susan Kemp, Antonia Bird, Ronan Bennett", Country: UK  Language: English  Release Date: May 2016 (UK)             Production Co:  BofA Productions                    Runtime: 90 min  Sound Mix: Stereo  Color: Color 
The Lost World of Friese-Greene (2006) ,Documentary Biography History ,8.3,-," Official Sites: BBC 2 [UK]    Country: UK  Language: English  Release Date: 18 April 2006 (UK)             Production Co:  British Broadcasting Corporation (BBC), British Film Institute (BFI)                    Runtime: 177 min             (3 parts)      Sound Mix: Stereo  Color: Color  Aspect Ratio: 1.78 : 1     "
Jacques Mayol - L'homme dauphin (2017) ,Documentary Biography ,not rated,"Lefteris Charitos, Yuri Averof, Lefteris Charitos"," Release Date: 2017 (France)             Also Known As: Jacques Mayol, Dolphin Man Mit einem Atemzug in die Tiefe                 Production Co:  ARTE                    Runtime: 57 min  Color: Color  Aspect Ratio: 16 : 9     "
Lullaby for Dragon (2017) ,Documentary Biography Family ,not rated,-, Country: Russia  Language: Russian           Runtime: 64 min  Color: Color 
Frank Sinatra or America's Golden Age (2015) ,Documentary Biography Music ,6.0,-, Country: USA  Language: English  Release Date: 2015 (USA)                      Color: Color 
Henry Miller - Prophet der Lüste (2017) ,Documentary Biography ,6.7,"Gero von Boehm, Gero von Boehm, Henry Miller"," Official Sites: Arte [ger]    Country: Germany  Language: German , English , French  Release Date: 25 January 2017 (Germany)             Also Known As: Henry Miller - lustens profet                 Production Co:  Interscience Film                    Color: Color "
Wer hat Angst vor Wilhelm Reich? (2009) ,Documentary Biography ,5.6,"Nicolas Dabelstein, Antonin Svoboda, Nicolas Dabelstein"," Country: Austria  Language: German  Release Date: 11 October 2009 (Austria)             Production Co:  Coop99 Filmproduktion                    Runtime: 95 min  Color:  Black and White , Color "
Alf Sjöberg - mästaren (1983) ,Documentary Biography ,not rated,"Gunnel Broström, Gunnel Broström, Alf Sjöberg"," Official Sites: Official website    Country: Sweden  Language: Swedish  Release Date: 22 December 1983 (Sweden)             Production Co:  SVT Kultur                    Runtime: 60 min             (original)      Color: Color ,  Black and White "
'78: The Getaway (2017) ,Documentary Action Biography ,not rated,"Alice Filippi, Alice Filippi, Francesco Scarrone", Country: Italy  Language: Italian  Release Date: 26 November 2017 (Italy)                      Runtime: 52 min  Color: Color 
Larry Gelwix: No Regrets (2011) ,Documentary Biography Sport ,not rated,"Nathan D. Lee, Nathan D. Lee, Larry Gelwix", Country: USA  Language: English  Release Date: 19 October 2011 (USA)             Production Co:  Go Films                    Runtime: 52 min  Color: Color 
Daddy and the Warlord (2019) ,Documentary Biography ,5.8,-," Official Sites: Official site    Country: Netherlands , Liberia , USA  Language: Dutch  Release Date: 24 March 2019 (Netherlands)             Also Known As: De waarheid over mijn vader                 Production Co:  De Familie                    Runtime: 53 min  Color: Color "
Elgar: The Man Behind the Mask (2010) ,Documentary Biography Music ,7.2,-, Country: UK  Language: English  Release Date: 12 November 2010 (UK)             Production Co:  Prospect Pictures                    Color: Color 
Geraint Thomas: The Road Will Decide (2019) ,Documentary Biography Sport ,7.7,"Stewart Sugg, Julian Alaphilippe, Egan Bernal"," Official Sites: Official Site    Country: UK  Language: English , French  Release Date: 5 January 2020 (UK)             Production Co:  Nimble Productions                    Runtime: 58 min  Color: Color "
Shalimov. Hundred years like one day (2018) ,Documentary Biography ,not rated,-, Official Sites: Official site    Country: Ukraine  Language: Russian           Runtime: 51 min  Color: Color 
"Charlotte Perriand, pionnière de l'art de vivre (2019) ",Documentary Biography ,8.0,"Stéphane Ghez, Charles-Édouard Jeanneret-Gris, Elsa Lepoivre", Country: France  Language: French  Release Date: 6 October 2019 (France)             Also Known As: Das andere Bauhaus - Die Designerin Charlotte Perriand                 Production Co:  Cinétévé                    Runtime: 53 min  Color: Color  Aspect Ratio: 16 : 9     
